filename,extension,size_mb,is_scanned,strategy,pii_fields
39db7f35-762a-48f2-8721-b1c92eb6237c0.2 Encargo de obra fd.pdf,.pdf,0.31202220916748047,False,PyMuPDF,0
a5001c03-f59d-4f30-a3d3-5513d9f1c8af1. LRE075 CIE IRVE.pdf,.pdf,0.7864980697631836,False,PyMuPDF,0
60eadd8b-bf67-47f5-a6f0-782820cfc0c7LPR_J01P3-2.pdf,.pdf,0.18506813049316406,False,PyMuPDF,0
f5c238bd-df0a-42da-b92d-4088041e0f4fVISADO_0.2 Encargo de Obra fd.pdf,.pdf,0.3602609634399414,False,PyMuPDF,0
ee824a0c-b1f3-4bdf-881e-05aba39cde79J01. Informe justificativo-165.pdf,.pdf,0.1904449462890625,False,PyMuPDF,0
60139c7e-8fa9-49f9-b7e2-02b265b2403aJ01P2.pdf,.pdf,0.2536754608154297,False,PyMuPDF,0
0f551c31-e267-4993-9e65-f5d67131ed48IMS303_CEE_V2.pdf,.pdf,0.2253570556640625,False,PyMuPDF,0
805755eb-e73a-4576-8c5d-482f69d386494. LRE337 CIE.pdf,.pdf,0.7874116897583008,False,PyMuPDF,0
22c9dbc5-3729-4579-bfdc-223f7eefeea88.2. Solicitud Subvención.pdf,.pdf,4.358704566955566,True,PyMuPDF + OCR,0
c1ae5c5e-3bbc-4274-a4aa-795d398ecf066. ALRE004 MOD. IT-315.pdf,.pdf,1.2068567276000977,True,PyMuPDF + OCR,0
8bf61b69-5087-42b7-ae8c-f8be45b80012AER006 CEE 1 fd.pdf,.pdf,0.3312664031982422,False,PyMuPDF,0
8ce1aa64-daf7-4073-a105-8df6fce734451. LRE085 Solicitud_coope_fase 2.pdf,.pdf,1.7282962799072266,False,PyMuPDF,0
6d900ab3-b642-455b-aab0-233f683e3022Delta B9 2B_CEE_V2_old.pdf,.pdf,0.22422122955322266,False,PyMuPDF,0
ad71d30f-4b5e-4a69-8c67-8bbf5a674a41Delta B3 3B_CEE_V3.pdf,.pdf,0.22128009796142578,False,PyMuPDF,0
865e426d-c34d-49dc-92ef-d480306a36944. LRE232 CIE.pdf,.pdf,0.7859649658203125,False,PyMuPDF,0
e03fdb33-507a-4194-a88d-f6cd4da9fa73AU057 CM T 59 0 7_V1_fd.pdf,.pdf,0.3067483901977539,False,PyMuPDF,0
0f7a7ddd-5653-4e2c-ab47-fa84eef33dff4. CIE COOP FD.pdf,.pdf,0.26268482208251953,False,PyMuPDF,0
c312d0cc-2609-49fb-8038-3edad4730e796. ALRE021MOD. IT-315.pdf,.pdf,0.7894182205200195,False,PyMuPDF,0
be2678d0-6732-44da-a54e-8e7d69843cd31. Solicitud_coope_fase 2.pdf,.pdf,1.5749073028564453,False,PyMuPDF,0
aa3293fa-e592-4bb4-a370-944cf19cbb70J01. Informe justificativo-177.pdf,.pdf,0.19037818908691406,False,PyMuPDF,0
13d432aa-10c7-4c5d-b25b-906a7a46956bjustificante_registro_solicitud SELLAD.pdf,.pdf,0.3513326644897461,False,PyMuPDF,0
4d5ee2b9-9e0b-44ce-912f-f128f0e0a2c4IMS354 CEE_V2.pdf,.pdf,0.24483299255371094,False,PyMuPDF,0
5f06e586-e21e-431b-b5c8-f07683256149J01. Informe justificativo-180.pdf,.pdf,0.19049644470214844,False,PyMuPDF,0
47f75b32-c3ad-4561-8398-db37467d08775. LRE019 Solicitud IRVE.pdf,.pdf,0.9988946914672852,False,PyMuPDF,0
9bb18b44-6dfb-42be-8c49-28ad5d63a7904. CIE.pdf,.pdf,0.7869644165039062,False,PyMuPDF,0
9e5c8ebb-cd18-4b9d-a817-7b4657154fc1AU057 CM T 59 5 2C_V1.pdf,.pdf,0.32187843322753906,False,PyMuPDF,0
79750380-b367-470c-9d0b-2926e68398de5. LRE041 Solicitud IRVE.pdf,.pdf,1.001333236694336,False,PyMuPDF,0
413f7246-21d9-4a83-a442-37d3a1957471LRE254 just_registro.pdf,.pdf,0.2713766098022461,False,PyMuPDF,0
d17aaaba-5456-4682-abba-3250a7b77aac4. DR Técnico-2-4.pdf,.pdf,0.9694719314575195,False,PyMuPDF,0
b7213658-8b02-423a-8295-682ea0f5004bDelta B6 3B_CEE_V2.pdf,.pdf,0.22463703155517578,False,PyMuPDF,0
8cf0c4a3-5085-431e-a8f3-79724f945c474. S4-1 CIE.pdf,.pdf,0.7841033935546875,False,PyMuPDF,0
5efe76a1-94ce-4b39-b268-9692a117720a4. DR Técnico fd.pdf,.pdf,1.133047103881836,False,PyMuPDF,0
6002ea20-6824-4376-8431-7a384b6cb4e4J01. Informe justificativo-187.pdf,.pdf,0.19052505493164062,False,PyMuPDF,0
7697bf3a-4bb6-4f35-a0df-a769e9ebff7c4. Salarios pagados.docx,.docx,0.057166099548339844,False,python-docx,0
ccdb4aef-fda3-4500-b813-0c4d5ded2a534. S3 CIE.pdf,.pdf,0.787358283996582,False,PyMuPDF,0
22641447-5fa2-4c6c-be14-899c5bfa5d96AU044 MC PN  FD 3 2A_V1.pdf,.pdf,0.3337583541870117,False,PyMuPDF,0
863393a5-4caf-4adc-afe7-0c809037f7b75. C190 Solicitud_IRVE.pdf,.pdf,1.001535415649414,False,PyMuPDF,0
099fe8ac-cb5c-4361-94cd-727082425c76apertura-LA PABLO 7-PRES.pdf,.pdf,1.4381418228149414,False,PyMuPDF,0
8ff2f5d2-abe7-4f4e-b5c5-af71e4dead5bExplicación subsanación ampliación LRE387 Fdo.pdf,.pdf,7.641415596008301,False,PyMuPDF,0
3e55f87d-3c89-4069-b76e-75faff8894eb2. MTD Hector.docx,.docx,0.11317253112792969,False,python-docx,0
38236a8d-2eaf-416e-b695-47cc3c7a006bMT_pc VE_Coope_fd Héctor.pdf,.pdf,0.8615169525146484,False,PyMuPDF,0
f5e89080-e02f-45f3-a487-11a5c97bba3cAU057 CM T 59 5 0C_V2_Fd.pdf,.pdf,0.3626384735107422,False,PyMuPDF,0
bdfc6440-5bc3-4742-ba25-b5cd7df4609cJustificanteSolicitud LS.pdf,.pdf,0.02426433563232422,False,PyMuPDF,0
3f1748d6-b548-4973-9cfc-1d1fc8b914d82. MTD Hector.docx,.docx,0.11309432983398438,False,python-docx,0
b20e6e48-ad34-4c7c-bba8-3f10e30a7a7c8.2. Solicitud Subvención.pdf,.pdf,4.874140739440918,False,PyMuPDF,0
3601d640-9ffb-4b94-9ac1-3b2acbb4b1d83. LRE304 Solicitud inscripción.pdf,.pdf,0.991856575012207,False,PyMuPDF,0
e636d9fd-48af-49cd-9001-50f4c755642b1. Nota aclaratoria fd.pdf,.pdf,0.1663494110107422,False,PyMuPDF,0
fecf1899-3159-4181-bc86-4417948f4fcb1. CIE IRVE_pdte firma NEW.pdf,.pdf,0.21311378479003906,False,PyMuPDF,0
79a793f5-722a-4ff5-a270-df4cb6914ce8F3B_CEE_V1_fd.pdf,.pdf,0.30887794494628906,False,PyMuPDF,0
8efcc9fb-8a7a-4e9a-9777-305baa36d3913. Anexo IRVE.pdf,.pdf,0.5142736434936523,False,PyMuPDF,0
1cf69238-e2f8-4098-a51f-7e0a1413140d14. ALRE021 Memoria_RSIF.pdf,.pdf,2.819228172302246,False,PyMuPDF,0
738784b2-b556-4e24-8436-3d52217a776c0.4. AU068 CFO_VISAR.pdf,.pdf,0.4692716598510742,False,PyMuPDF,0
8efba344-8f25-488c-a563-2b088a1d871fAU057 CM T 59 C1 2C_V2_fd.pdf,.pdf,0.3627338409423828,False,PyMuPDF,0
1ce8f81d-5829-4d9c-883c-31692e7a66ab1. Solicitud_coope_fase 2.pdf,.pdf,1.574880599975586,False,PyMuPDF,0
80c5b5fa-13f2-4361-80cb-5c5e324c53604. CIE.pdf,.pdf,0.7849245071411133,False,PyMuPDF,0
e642cef2-612c-461b-ae06-b69fa70fec6bAnexo ESQUEMA IVE Infraestr Veh Eléctr.docx,.docx,0.34158897399902344,False,python-docx,0
65ffcdfb-2f7a-4966-af6b-c9515a946bf42. MTD FD.pdf,.pdf,4.1490983963012695,False,PyMuPDF,0
f54a495e-13b4-49a2-8ff9-ece0ff869ee55. Final de obra fd.pdf,.pdf,0.1383533477783203,False,PyMuPDF,0
f4bde49b-a5af-4c2e-8366-3bf61564c5924. LRE266 CIE.pdf,.pdf,0.7859411239624023,False,PyMuPDF,0
aaad8bda-b669-45d4-b32a-95c523421e8e1. CEE 1_Certificado Energético.pdf,.pdf,0.3336296081542969,False,PyMuPDF,0
f331ec55-7b80-4be2-8a8c-a17279c46ce25. LRE003 CIE FD.pdf,.pdf,0.2632017135620117,False,PyMuPDF,0
db2ee10c-86e1-485f-99bd-dfa9ba334bf8APERTURA AU063-MADRID SECRETARIADO GITANO.pdf,.pdf,0.062042236328125,False,PyMuPDF,0
5660650b-e673-4fd7-b3fb-f14c14e3b7441. Solicitud_coope_fase 2.pdf,.pdf,1.5765085220336914,False,PyMuPDF,0
bf794758-e6a0-4c30-be0e-58d1c8657c10J01. Informe justificativo-159.pdf,.pdf,0.1904735565185547,False,PyMuPDF,0
3196d008-d1dc-40b7-82ad-a57ff9f0dff92. ALRE004 MOD. IT-318.pdf,.pdf,0.5785989761352539,False,PyMuPDF,0
0914f38d-68d1-4e8a-8522-f95d9e01e428J01. Informe justificativo-191.pdf,.pdf,0.19040679931640625,False,PyMuPDF,0
f1d190d2-fc91-4c28-87af-9db2e1e883a81. Solicitud_coope_fase 2.pdf,.pdf,1.5755090713500977,False,PyMuPDF,0
17ffed80-a024-4f1d-a05f-d25429f1bfdeLPR_J01P3-2_fd.pdf,.pdf,0.26395702362060547,False,PyMuPDF,0
83189925-7125-45a1-b6b8-54063ff8f8520.4. S4-1 CFO_VISAR.pdf,.pdf,0.4703493118286133,False,PyMuPDF,0
2632dd8b-2c02-48a6-9c26-b4e36e9ea4913. LRE308 Anexo IRVE_fdo.pdf,.pdf,0.5828800201416016,False,PyMuPDF,0
d89bd0bb-ee1f-4340-9c71-538d1e599bcbJ01. Informe justificativo-242.pdf,.pdf,0.1904287338256836,False,PyMuPDF,0
ef31d674-d521-4385-b5eb-6164508fbdde4. S3 CIE.pdf,.pdf,0.787358283996582,False,PyMuPDF,0
6d7bf238-110b-4acc-895e-8826d21c5bfd1. LRE259 CIE IRVE_fdo.pdf,.pdf,0.26192474365234375,False,PyMuPDF,0
d3e3beea-4d62-4502-ba17-58cb5fd35d841. Solicitud_coope_fase 2.pdf,.pdf,1.5740423202514648,False,PyMuPDF,0
18824a78-7f2e-4d89-bb48-292dabd1f32eAU057 CM T 59 5 2C_V1.pdf,.pdf,0.32190608978271484,False,PyMuPDF,0
a0fc6e9c-6433-4c79-b836-967837172755J01_LPR0800-3.pdf,.pdf,0.28789234161376953,False,PyMuPDF,0
aa1082a5-9b8c-4796-888b-14ba2ffaf2df6. MOD. IT-315_r.pdf,.pdf,3.408186912536621,False,PyMuPDF,0
aa31e2c0-7a45-4c2e-a749-bdb3e0fff1deIMS305_2doCEE_V1.pdf,.pdf,0.20816802978515625,False,PyMuPDF,0
d776a267-d88a-4773-a6d4-2bbb4cab4f70Tipo V1.pdf,.pdf,0.2523689270019531,False,PyMuPDF,0
c71b6b49-7a31-419f-9435-6496c6ebad744. DR Tecnico Hector comp.pdf,.pdf,1.0962095260620117,False,PyMuPDF,0
10aed429-2ed4-4a4e-b188-33041b09e3351. Solicitud_coope_fase 2.pdf,.pdf,1.5751333236694336,False,PyMuPDF,0
3c3a6c8f-931b-4e56-9e37-c1680580aa706. Tabla fd.pdf,.pdf,0.3010406494140625,False,PyMuPDF,0
4b9abe74-61aa-4020-bbb5-cca78d2b59121. Solicitud_coope_fase 2.pdf,.pdf,1.5737457275390625,False,PyMuPDF,0
d2733c21-7ef9-43bd-b488-0d8778c606a73. CFO.pdf,.pdf,0.3838186264038086,False,PyMuPDF,0
fe114c43-1023-4462-bc9b-0102d49e8adeAU044 MC PN  3 2D_CEE2.pdf,.pdf,0.28624439239501953,False,PyMuPDF,0
2c597760-c1eb-4924-bf43-25f5dc6ada071. LRE346 CIE.xlsx,.xlsx,0.042877197265625,False,openpyxl,0
0b204007-f733-48e6-bd8a-40573985b612justificante_registro_solicitud (3).pdf,.pdf,0.2735872268676758,False,PyMuPDF,0
6651cc1b-efbb-4917-bb41-21f49e687d94LRE212 just_registro_28-12-2023.pdf,.pdf,1.041569709777832,False,PyMuPDF,0
670d0224-e3e1-4161-82eb-51c2d419bcda3. LRE010 Anexo IRVE.pdf,.pdf,0.615178108215332,False,PyMuPDF,0
b0b0a23f-2c5f-4777-a21f-bbd8a89049f55.1.  CIE.pdf,.pdf,0.7878360748291016,False,PyMuPDF,0
b8dd55d6-8f0d-422b-b387-28eebc0e2ec15. LRE256 Solicitud IRVE_fdo.pdf,.pdf,0.2726449966430664,False,PyMuPDF,0
15635347-c657-49fa-a966-e0bf801a83743. LRE207 Solicitud inscripción.pdf,.pdf,0.278656005859375,False,PyMuPDF,0
27b11733-ad20-4db2-b865-6d7c7fa1e49bC3A_CEE_V1.pdf,.pdf,0.25506019592285156,False,PyMuPDF,0
377546ab-4237-4b65-857f-dd808aa231734. LRE387 CIE.pdf,.pdf,0.7900266647338867,False,PyMuPDF,0
02b7a6f4-05f4-462a-93b1-956cda5659115. LRE259 Solicitud IRVE_fdo.pdf,.pdf,0.2713184356689453,False,PyMuPDF,0
90f6e53e-2166-4cf1-a62a-21a4afacc4b42. IMS347 DR.pdf,.pdf,0.2071981430053711,False,PyMuPDF,0
c107c8b2-363b-44ff-ae48-e956545894631. LRE259 CIE IRVE_sin fir.pdf,.pdf,0.21370506286621094,False,PyMuPDF,0
74d5bdee-8108-4041-8794-c32dd3ea89732. IMS317 DR.pdf,.pdf,0.5793628692626953,False,PyMuPDF,0
6b94ea7c-73ca-4d6d-b081-35c66b7072c7C217 just_registro_25-09-2024.pdf,.pdf,1.0238399505615234,False,PyMuPDF,0
d28a870a-fba2-4bd4-b3cc-0040883755ff6. ALRE003 MOD. IT-315.pdf,.pdf,1.1979093551635742,True,PyMuPDF + OCR,0
4b288637-0ef0-4862-8bc6-f5db076f56895. LRE073 Solicitud IRVE.pdf,.pdf,1.0017156600952148,False,PyMuPDF,0
3e42802d-e737-4212-ae52-4dbfee55edc8AU057 CM T 59 6 1E.pdf,.pdf,0.3204517364501953,False,PyMuPDF,0
62f7604b-c361-4699-9dea-229ca124922aJ01. Informe justificativo-203.pdf,.pdf,0.19039440155029297,False,PyMuPDF,0
0ec592db-2230-4192-bfca-cb6f599bacabDelta B1 3B_CEE_V1.pdf,.pdf,0.22684001922607422,False,PyMuPDF,0
b8bdd359-66f5-45b4-9f48-b1123b3fde1fG1A_CEE_V2.pdf,.pdf,0.2552833557128906,False,PyMuPDF,0
e77021ce-2514-4c85-8ae2-b712383dd9df2. MTD Hector.pdf,.pdf,0.3726015090942383,False,PyMuPDF,0
149429d4-d940-4f04-b939-36014fa56236Fuenge Gonzalo N6_2do.pdf,.pdf,0.23857498168945312,False,PyMuPDF,0
7735c13c-b1d9-4309-82f3-0f6e7a10dc953. Anexo IRVE. FD3pdf.pdf,.pdf,0.6680183410644531,False,PyMuPDF,0
d5235f37-0f9b-4088-ba9d-32d5d39a896cjustificante_registro_solicitud (2).pdf,.pdf,0.2716503143310547,False,PyMuPDF,0
e509caa7-40a6-4a66-a66b-4f7292c4ac58justificante_registro_solicitud (12).pdf,.pdf,0.3513450622558594,False,PyMuPDF,0
b6a4c03a-7188-4779-93c6-2b7185fcd41f4. LRE370 CIE.pdf,.pdf,0.7860240936279297,False,PyMuPDF,0
6cb4086c-7085-4b39-983d-4871fa5e994a4. CIE.pdf,.pdf,0.7849245071411133,False,PyMuPDF,0
705883c6-c889-4d6a-98d2-433bfbc3acd84. DR Tec fd.pdf,.pdf,1.157282829284668,False,PyMuPDF,0
e38d0147-97d2-4b40-bdc7-c564f74f6c21Delta B1 1B_CEE_V1.pdf,.pdf,0.2267446517944336,False,PyMuPDF,0
63c1e284-5a23-47a5-98b0-2e2beb9df338K4A_CEE_V2_fd.pdf,.pdf,0.30941295623779297,False,PyMuPDF,0
fb8a6773-545e-435f-a3fe-a4583f5b0fd9AU044 MC PS 17 2A_V2.pdf,.pdf,0.28618621826171875,False,PyMuPDF,0
81c70724-c2f0-49fe-a3a8-8b435ddb15012. MTD Hector.pdf,.pdf,0.3729429244995117,False,PyMuPDF,0
7f480875-a82b-4ffa-afd8-d85bc9e18185AU057 CM T 59 C1 2C_V2.pdf,.pdf,0.3220348358154297,False,PyMuPDF,0
bf9f42d1-c0d3-42ed-8bd6-281bb24c2ecaIMS31 just_registro_05-12-2023.pdf,.pdf,1.0196704864501953,False,PyMuPDF,0
8deccdc8-5614-4a95-83f5-8bdfc2fa4e5cIMS353 CEE_V2 fd.pdf,.pdf,0.28272247314453125,False,PyMuPDF,0
cbe17208-a086-445a-972e-97dc937e4ebaC1B_CEE_V1.pdf,.pdf,0.2551441192626953,False,PyMuPDF,0
e66ae83b-1fbd-4318-8132-db0a3d8bb821J01. Informe justificativo-239.pdf,.pdf,0.19042205810546875,False,PyMuPDF,0
3cf36755-97b2-4c19-97c6-2486c2cdc7611. Solicitud_coope_fase 2.pdf,.pdf,1.5740423202514648,False,PyMuPDF,0
cb9a1402-e37a-45ba-a242-9aaf46d609f7AER001 Just_registro_20-12-24.pdf,.pdf,0.37392234802246094,False,PyMuPDF,0
bba5e603-eb43-422d-9b87-0c9c8e127a99Delta B3 3B_CEE_V3.pdf,.pdf,0.2212810516357422,False,PyMuPDF,0
d2c6fa44-6950-4cb6-96d4-b4da341cfe3b6. ALRE015 MOD. IT-315.pdf,.pdf,1.0052556991577148,False,PyMuPDF,0
5d2a968a-1e0f-40cc-b473-4e2887090a39D4A_CEE_V2.pdf,.pdf,0.25582027435302734,False,PyMuPDF,0
ae4fce87-b413-44bb-9504-ac47ad4cf0403. Anexo VII Informe fd.pdf,.pdf,0.41066455841064453,False,PyMuPDF,0
ea3df331-9fee-4a9c-9431-867dd2d7d37aJ01_LPR0500-5-fd.pdf,.pdf,0.26431751251220703,False,PyMuPDF,0
d6a4e76b-198a-4c16-9bd6-6fe700afa1b6J01. Informe justificativo-233.pdf,.pdf,0.19039344787597656,False,PyMuPDF,0
1b867efe-a9bb-43ac-8b2b-9b5f44c1e9dd3. AU085-8 Solicitud fd.pdf-SELLADO.pdf,.pdf,0.2489480972290039,False,PyMuPDF,0
48768acb-f20b-488a-b743-a9c396e44d666.7 CIE.pdf,.pdf,0.30613231658935547,False,PyMuPDF,0
a1a3966b-5c3d-4fe0-a984-f21c5b02226aJ3C_CEE_V2.pdf,.pdf,0.2553062438964844,False,PyMuPDF,0
49e78778-0dc2-4aff-9f8a-ee79d5a62a102.  S3 DR_FdoMAL.pdf,.pdf,0.4827871322631836,False,PyMuPDF,0
7a09664b-8be6-4c4f-8625-b47fe8e8f5135. LR235 Solicitud IRVE_fdo.pdf,.pdf,0.2737274169921875,False,PyMuPDF,0
6ddceaba-647e-4abc-97cc-b7db708b38962. MTD Hector.docx,.docx,0.11303329467773438,False,python-docx,0
5a05d7aa-2650-4886-9bc6-ccda6a785264Delta B14 3B_CEE_V1.pdf,.pdf,0.2248401641845703,False,PyMuPDF,0
87138da1-16da-4383-bc3f-d3175c5b897cJ01_LPR0700-3.pdf,.pdf,0.18493175506591797,False,PyMuPDF,0
181c4017-2c45-4de8-8b0d-3b2771d5df131. C353 CIE fd 1.pdf,.pdf,0.261199951171875,False,PyMuPDF,0
bbf0b237-93b4-4d0c-a9e5-52efb31cbb5dK4A_CEE_V1.pdf,.pdf,0.2553749084472656,False,PyMuPDF,0
40eb4264-b149-4c83-9b18-cf3a11115c85C222 justificante_registro_solicitud_16-06-2023.pdf,.pdf,1.011216163635254,False,PyMuPDF,0
3e2de935-da79-4283-9d97-2a74da52c86c7.2. Tramitación con Industria_CIE.pdf,.pdf,0.7863140106201172,False,PyMuPDF,0
2a68378a-35bd-4dc9-ba66-2c3d71fb9777J01. Informe justificativo-162.pdf,.pdf,0.19039440155029297,False,PyMuPDF,0
febe2159-f551-4ade-8daf-149cc9d38f4cJ01. Informe justificativo-165.pdf,.pdf,0.1904449462890625,False,PyMuPDF,0
e3bb2e1b-64ea-4190-ab3e-1c54f052691bLRE080 just_registro_11-12-24.pdf,.pdf,1.0205469131469727,False,PyMuPDF,0
caf55a69-9db2-42ba-9269-034a11f2885f3. C220 Solicitud inscripción.pdf,.pdf,0.9881181716918945,False,PyMuPDF,0
c2a025ba-122c-4dd0-95c0-638fcdb355b0Delta B18 2A_CEE_V2.pdf,.pdf,0.21991634368896484,False,PyMuPDF,0
bcfc0b4d-aeef-4879-b1f3-202a5a4ef7ef6. AER003 MOD. IT-315.pdf,.pdf,3.6942672729492188,False,PyMuPDF,0
b18c6ee1-a5c4-4352-9e1e-635ddb6ce85bLRE410 CEE_V2 fd.pdf,.pdf,0.2829914093017578,False,PyMuPDF,0
ec418dd5-29a2-455f-afd1-2b57f6f5702a3. LRE376 Solicitud inscripción.pdf,.pdf,0.9917516708374023,False,PyMuPDF,0
636fc2c2-6bec-423e-aa14-2685218cf9ba1. LRE378 _CIE IRVE.pdf,.pdf,0.26192760467529297,False,PyMuPDF,0
061caa51-5333-4bec-ab26-8b3e0a0cf9eb3. LRE049 Anexo IRVE.pdf,.pdf,1.1164827346801758,False,PyMuPDF,0
fd555b0c-e453-4123-86ac-304c024922324. DR Tec fd.pdf,.pdf,1.1574411392211914,False,PyMuPDF,0
84387447-87f6-44d9-9af6-93ef50e2ab2eLIBRO SUBC AU075 MADRID POETAS_Tramitado.pdf,.pdf,0.05712604522705078,False,PyMuPDF,0
b676a9c0-1ad3-4322-8341-5264dc6865cfIMS339 1er CEE_fd.pdf,.pdf,0.28479671478271484,False,PyMuPDF,0
f02bbe14-8dae-40cd-ae60-6a073d04f0784. CIE.pdf,.pdf,0.7863140106201172,False,PyMuPDF,0
31618031-d08a-4b3a-8e66-55e37f7c3d03J01_LPR0800-2.pdf,.pdf,0.28789520263671875,False,PyMuPDF,0
d7442820-6502-4e02-832b-5028856aecf9G1A_CEE_V1.pdf,.pdf,0.2549924850463867,False,PyMuPDF,0
15f46bd1-d5c1-499d-975a-7ff67fe182a6B3A_CEE_V2_fd.pdf,.pdf,0.3093109130859375,False,PyMuPDF,0
8801bac2-421a-4656-b34a-8de57782eeef1. Solicitud_coope_fase 2.pdf,.pdf,1.5742425918579102,False,PyMuPDF,0
9fb2f51d-0b4b-4967-9330-19f2291ba6c65. Solicitud inscripción IRVE_COOP FD.pdf,.pdf,0.2739734649658203,False,PyMuPDF,0
a7fbe057-7958-43a0-8fa4-9a2f89dc6d043. LRE341 Anexo IRVE.docx,.docx,0.44724369049072266,False,python-docx,0
6dd1d6e7-1b69-43ad-85b1-6c42e4cb415d3. Anexo IRVE.pdf,.pdf,0.5411787033081055,False,PyMuPDF,0
ee50c2c1-cc85-4b16-9945-8041780b884d3. AU068 CFO.pdf,.pdf,0.5198230743408203,False,PyMuPDF,0
46b4c346-603d-49b0-95ca-6613b1063ce1J01. Informe justificativo-250.pdf,.pdf,0.1903972625732422,False,PyMuPDF,0
9b80e4c2-5caf-4354-afc3-e24188ee6ebaIMS347 Just registro.pdf,.pdf,1.0192537307739258,False,PyMuPDF,0
4c9026a3-c8f1-47e8-8d7b-394102bc4c17Memoria Tecnica_P.R WALLBOX IMS122 F2.pdf,.pdf,1.0438756942749023,False,PyMuPDF,0
ee688876-ef11-430e-818a-885264be41beDelta B19 2B_CEE_V1.pdf,.pdf,0.28531742095947266,False,PyMuPDF,0
a69dda45-3682-43f9-ba30-edb5b7dd827d3. Solicitud inscripcion.pdf,.pdf,0.2595529556274414,False,PyMuPDF,0
f22894ca-6131-4572-83a1-7bc307d04cef3. Solicitud fd.pdf,.pdf,0.35428428649902344,False,PyMuPDF,0
bb31c847-b3c0-48ad-bffa-95fc0a359f28IMS315_CEE_V2_fd.pdf,.pdf,0.27992820739746094,False,PyMuPDF,0
b824fb54-2943-441b-92a5-795a1bdf9d456. Tabla fd.pdf,.pdf,0.3010406494140625,False,PyMuPDF,0
8fc4251b-e80b-48c8-822c-eb6630bfc6a31. Solicitud_coope_fase 2.pdf,.pdf,1.574880599975586,False,PyMuPDF,0
9e2f031b-14df-4a7c-8233-061e49f0007d1. J01 DR potencia fd.pdf,.pdf,0.2594442367553711,False,PyMuPDF,0
0c3502bf-e2fd-4c91-9460-ef910886e938J01_LPR0900-2-fd.pdf,.pdf,0.2640228271484375,False,PyMuPDF,0
d81b3fe7-ebb2-4647-ae38-6754a452b1a3J01_LPR-1_fd.pdf,.pdf,0.2641468048095703,False,PyMuPDF,0
5de9604e-3e0b-48e7-aeea-86edd07746bd2. DR IMS345.pdf,.pdf,0.2597389221191406,False,PyMuPDF,0
32d551ed-27d1-42f6-945f-ca4136bbbc35AU044 MC PS 17 1B_V2.pdf,.pdf,0.2861595153808594,False,PyMuPDF,0
ef48c282-84d2-4c24-a4d6-1ad7b1e2fef33. LRE078 Anexo IRVE.pdf,.pdf,1.2264909744262695,False,PyMuPDF,0
253a6650-2205-40c5-8761-1a18f82bd9c4C320 Just_registro_28-11-2023.pdf,.pdf,1.0188636779785156,False,PyMuPDF,0
4e730be3-b13f-4d83-877b-19a3a38d5316IMS318_CEE.pdf,.pdf,0.23323822021484375,False,PyMuPDF,0
41d18c87-0d54-440d-938c-a62ae2907c19ANEXO V IMS2041.pdf,.pdf,0.2727794647216797,False,PyMuPDF,0
000ff0c3-b107-4669-bb33-f748953cb4084. LRE376 CIE.pdf,.pdf,0.7877483367919922,False,PyMuPDF,0
52ac06cc-2e7d-4d3d-8ff1-2580e63436d5AU044 3 2D_CEE2 FD.pdf,.pdf,0.3337526321411133,False,PyMuPDF,0
e53119c1-4b7b-4771-9a92-8cece686e8291. Solicitud_coope_fase 2.pdf,.pdf,1.5748443603515625,False,PyMuPDF,0
0ae581ed-8765-406f-b6ef-f9ee6610dc371. Solicitud_coope_fase 2.pdf,.pdf,1.5752067565917969,False,PyMuPDF,0
e85de36d-d71e-49e7-9d35-4b31d23d97254. CIE 3kW JA-IMS- falta HP.pdf,.pdf,0.18371009826660156,False,PyMuPDF,0
b7c0b7b9-362c-4a2c-9562-f0831f30afb83. LRE019 Anexo IRVE.pdf,.pdf,1.2252168655395508,False,PyMuPDF,0
59a0084f-9c9f-481c-95fd-1270ff195d464. DR Tecnico Hector.docx,.docx,0.027044296264648438,False,python-docx,0
e80bf0db-95fb-45ca-a269-4391d3daa0df3. LRE080 Anexo IRVE.docx,.docx,0.32294654846191406,False,python-docx,0
b831910f-7d9d-4030-9a1a-53ba2b42c0b23. S3 Solicitud.pdf,.pdf,1.0083112716674805,False,PyMuPDF,0
c8a0c79d-a488-4f73-a254-baff463ed8d6Delta B20 3B_CEE_V1.pdf,.pdf,0.22734451293945312,False,PyMuPDF,0
386b039c-37ba-49fb-b1d0-5d4b0a3b39451. CIE IRVE_fdo.pdf,.pdf,0.2613525390625,False,PyMuPDF,0
e7ee1f06-8f36-4cdb-b7af-49e3b87dd126LRE049 justificante_registro_solicitud.pdf,.pdf,1.0251655578613281,False,PyMuPDF,0
955da8aa-0ae4-4094-977b-cc258d494ab65. LRE036 Solicitud IRVE.pdf,.pdf,1.0037813186645508,False,PyMuPDF,0
b119b5f6-ff9f-4cd8-9e5a-af6b4d146151J01. Informe justificativo-169.pdf,.pdf,0.19039535522460938,False,PyMuPDF,0
b3b8d787-49fb-46df-8f3b-eff2e727266a4. CIE AU085-6 fd.pdf,.pdf,0.30646705627441406,False,PyMuPDF,0
b6134a5f-34df-467b-a868-88badaa6518720220921 Solicitud registro.pdf,.pdf,0.26084327697753906,False,PyMuPDF,0
28e9db48-bdb1-40e4-94c4-47f6ec0059e3J3C_CEE_V1_fd.pdf,.pdf,0.3089408874511719,False,PyMuPDF,0
