filename,extension,size_mb,is_scanned,strategy,pii_fields
26e4f3b5-9213-4ff6-ad8a-8252aba6314bapertura-AU050 PUENTELARRA-PRESENTADA.pdf,.pdf,1.438150405883789,False,PyMuPDF,0
e30d48e0-06d1-4fd3-b8ef-3c10a1943db04. CIE COOP.pdf,.pdf,0.2216033935546875,False,PyMuPDF,0
6b820919-c36e-424a-a585-87493f805bb4APERTURA AU076 MADRID FUENTESPINA.pdf,.pdf,0.034354209899902344,False,PyMuPDF,0
122199b3-19b0-4503-8d61-3698475474d9J01. Informe justificativo completo.pdf,.pdf,4.784475326538086,False,PyMuPDF,0
2bb10107-c5a9-4b96-9921-73bbdea078d4IMS318 Jus registro_15-07-2024.pdf,.pdf,1.0200843811035156,False,PyMuPDF,0
8b958286-088a-4f87-8e4f-cf5bd8f3493aDelta B2 3A_CEE_V1_fd.pdf,.pdf,0.2863311767578125,False,PyMuPDF,0
a5210d3d-c550-42fa-b282-9641efdc4f6d3. Anexo IRVE_fdo.pdf,.pdf,0.5861492156982422,False,PyMuPDF,0
089a0cdf-1996-403d-ae9c-12fe59180b5c4. CIE AU085-8 fd.pdf,.pdf,0.3060312271118164,False,PyMuPDF,0
a2065eec-d843-41a4-8cb7-f8c046424799IMS310_CEE_FD.pdf,.pdf,0.3229188919067383,False,PyMuPDF,0
161cd5ec-c891-45f7-8652-4851baf5722c4.2. Memoria Técnica.pdf,.pdf,7.046298027038574,False,PyMuPDF,0
be8d2d34-c008-47a6-9ee4-bb6a0d1c55bd1. Solicitud_coope_fase 2.pdf,.pdf,1.5745534896850586,False,PyMuPDF,0
3f5e9506-1f62-403b-9287-c42da63d70473. A055 Anexo IRVE.pdf,.pdf,0.5892305374145508,False,PyMuPDF,0
9dea3478-c239-4828-9714-ce18fd4e3ae91. Solicitud_coope_fase 2.pdf,.pdf,1.5753974914550781,False,PyMuPDF,0
74d64ffc-a546-4768-bb1f-8fcd20586719J01. Informe justificativo-251.pdf,.pdf,0.19045352935791016,False,PyMuPDF,0
c1be155d-9d42-429a-8389-5f9aa48813c92. LRE306 Declaracion responsable.pdf,.pdf,0.5592212677001953,False,PyMuPDF,0
146f2583-a4c1-4480-ab19-49866b175f785.1.  CIE.pdf,.pdf,0.2645864486694336,False,PyMuPDF,0
ffdf9ca4-a597-48a7-b5a1-ab138d941ef22. Comunicación COOP.DOCX,.docx,0.08381080627441406,False,python-docx,0
33360b51-583e-47dc-a972-d8ee2bd09554J01P2-2.pdf,.pdf,0.1850881576538086,False,PyMuPDF,0
ada84826-a578-4e71-adb9-ca5947d50f285. LRE090 Solicitud inscripción IRVE fd.pdf,.pdf,0.34999942779541016,False,PyMuPDF,0
6d8463ad-8bf0-4ccf-a8c2-96c3168f2a5bJ01. Informe justificativo-178.pdf,.pdf,0.19040298461914062,False,PyMuPDF,0
a85c70c6-3fbe-43ec-81d4-22e22f6478821. LRE207 CIE IRVE_SIN FIR.pdf,.pdf,0.21517372131347656,False,PyMuPDF,0
da1d74e9-e9ee-4662-b210-398dafcb1926Delta B6 1A_CEE_V1_Fd.pdf,.pdf,0.2845888137817383,False,PyMuPDF,0
3a65aec4-1b9e-4439-a436-9d3ef303dac7AU044 MC PS 17 1C_V1.pdf,.pdf,0.28610706329345703,False,PyMuPDF,0
baa76c1f-e199-4682-ba92-c5afccb119d43. IMS2039 Solicitud inscripción.pdf,.pdf,0.9848775863647461,False,PyMuPDF,0
11db6453-c1fd-4955-9978-003999124a2f5. LRE213 Solicitud IRVE.pdf,.pdf,1.0008039474487305,False,PyMuPDF,0
88d3cf2d-93cf-43c3-9d59-74c8b4b9c292AU044 MC PS 17 3C_V1.pdf fd.pdf,.pdf,0.33399009704589844,False,PyMuPDF,0
0eade887-450b-47c6-bc7d-462352f0dddejustificante_registro_solicitud (6).pdf,.pdf,0.27239227294921875,False,PyMuPDF,0
8be9fa4d-3948-487c-a727-60193a1f6d463. LRE073 Anexo IRVE.pdf,.pdf,1.2266426086425781,False,PyMuPDF,0
7a775858-e696-4da5-a1f4-53e7b17b2e83C218 Anexo V Declaración responsable sobre porcentaje de energía consumida F.pdf,.pdf,0.41381359100341797,False,PyMuPDF,0
64e7d50f-acba-4929-be7b-33317e772400LIBRO SUBC AU076 MADRID FUENTESPINA - PRESENTADO.pdf,.pdf,0.02408123016357422,False,PyMuPDF,0
88ce7c98-6d66-4a80-9e27-f5df066e64a11. Solicitud_coope_fase 2.pdf,.pdf,1.5767631530761719,False,PyMuPDF,0
ba6fe299-96e9-4ecf-9247-9100c42d903f5.1.  CIE.pdf,.pdf,0.26250171661376953,False,PyMuPDF,0
ebfc76d1-c7bf-440c-aa0c-c459eaa5fca6J01. Informe justificativo-179.pdf,.pdf,0.1904773712158203,False,PyMuPDF,0
91114278-f2c7-42e3-b2eb-bcdedec2f395LIBRO SUBCONTRATACION AU051 MAJADAHONDA-TRAMITADO.pdf,.pdf,0.057091712951660156,False,PyMuPDF,0
7d5e5a8e-e8c1-4a9e-8fad-f48b31551f2b2. MTD.pdf,.pdf,3.758833885192871,False,PyMuPDF,0
acbde906-2a3c-46b9-b2bc-8851d3ff86344. LRE355 CIE.pdf,.pdf,0.7891597747802734,False,PyMuPDF,0
07d7b254-2eb9-4432-89d2-acef3a55e4dbJ01_LPR1000-1.pdf,.pdf,0.1850271224975586,False,PyMuPDF,0
0e1b0948-9c85-49c2-a365-e823373340dc2. MTD.pdf,.pdf,5.150562286376953,False,PyMuPDF,0
eecf8514-d3ae-4073-bdad-2d66e405c76dAU044 MC PS 17 1B_V2.pdf,.pdf,0.28615570068359375,False,PyMuPDF,0
484bc856-a5d6-4645-bfca-4d107c07bc7c4. CIE.pdf,.pdf,0.26220703125,False,PyMuPDF,0
ccb14920-3ff8-475b-b36b-5f57461e4665Delta B6 3B_CEE_V1.pdf,.pdf,0.2242116928100586,False,PyMuPDF,0
fe5c78f9-e003-4eed-9808-f5ee4b731ed0apertura-LA PABLO 1-PRESENTADA .pdf,.pdf,1.438145637512207,False,PyMuPDF,0
bb7adf65-871a-4110-b51d-0e0122ad210cDelta B7 3A_CEE_V2_fd.pdf,.pdf,0.28373050689697266,False,PyMuPDF,0
6a1946ae-b0b0-49ed-9bcd-617ecfa740a9H4B_CEE_V1.pdf,.pdf,0.2553377151489258,False,PyMuPDF,0
3828022b-022c-4dbc-8e98-83fc30271ba9LRE337 Just registro_03-11-23.pdf,.pdf,1.0222673416137695,False,PyMuPDF,0
86b525b6-32dc-43b4-8c4d-ef2df8a58b39IMS315_CEE_V2_fd.pdf,.pdf,0.27992820739746094,False,PyMuPDF,0
97f2d86f-fc94-4eef-9290-159590dc66a53. LRE386 Anexo IRVE.pdf,.pdf,1.2107648849487305,False,PyMuPDF,0
0ad35d58-6533-4cc3-a7a5-4fc894bd3b0bLPR0102_praast_modelo_informe_justificativo_R (1).pdf,.pdf,1.7708330154418945,False,PyMuPDF,0
c44c2deb-e0b7-406f-96fd-17d712eefa002. C311 Declaracion responsable.pdf,.pdf,0.3242158889770508,False,PyMuPDF,0
6de24037-292f-4992-9b06-cc6403d5bf59J01. Informe justificativo-230.pdf,.pdf,0.19040489196777344,False,PyMuPDF,0
c62ec4ed-adee-4755-b7e1-f1e193dec5cd3. LRE217 Solicitud inscripción.pdf,.pdf,0.988123893737793,False,PyMuPDF,0
afaa46e3-c60a-4e7e-a638-b2264ae13f052. LRE338 Declaracion responsable.pdf,.pdf,0.5790538787841797,False,PyMuPDF,0
211fb6da-39c8-4d65-a51f-84c70424f86bjustificante_envio_exin_solicitud (4).pdf,.pdf,0.2703742980957031,False,PyMuPDF,0
75f79ab1-3524-4096-8187-7c980d3e64acAU057 CM T 59 0 5_V2.pdf,.pdf,0.2528066635131836,False,PyMuPDF,0
5c6d6e01-af16-42e8-a803-411c3ce66f91justificante_registro_solicitud (15).pdf,.pdf,0.346588134765625,False,PyMuPDF,0
90047bd0-9fb9-4526-872c-96972638f081Delta B3 2B_CEE_V2.pdf,.pdf,0.22112178802490234,False,PyMuPDF,0
1f92a35f-b89b-401e-8e5f-4cd650f4d1abJ01. Informe justificativo-213.pdf,.pdf,0.1904163360595703,False,PyMuPDF,0
83548796-cc2a-48da-a985-bfa687389aa41. LRE077 CIE IRVE.pdf,.pdf,0.7830972671508789,False,PyMuPDF,0
4773ec77-25b5-4f33-9756-c171ff45266dFuenge Gonzalo N6_2do_fd.pdf,.pdf,0.2956571578979492,False,PyMuPDF,0
d7003526-e51d-4d78-a505-e2f5c6121de83. LRE004 Anexo IRVE.pdf,.pdf,1.2226171493530273,False,PyMuPDF,0
84932f6b-5639-4ba0-b807-f197586d6563AU057 CM T 59 3 0D_V1.pdf,.pdf,0.32059574127197266,False,PyMuPDF,0
922714d0-55a9-4596-ba71-089856f23b91AU062 libro subcontratacion.pdf,.pdf,0.04425621032714844,False,PyMuPDF,0
74de1757-89ab-4d9b-8248-afbbedf4c5d82. C. caracter voluntari fd.pdf,.pdf,0.21213340759277344,False,PyMuPDF,0
b56dd536-c95f-4277-a1b0-312ae77b7500LRE039 just_registro_13-12-24.pdf,.pdf,1.0257787704467773,False,PyMuPDF,0
cd70b8d7-e70e-41d8-94eb-5f2685d0ecea1. LRE275 CIE IRVE3.pdf,.pdf,0.2097625732421875,False,PyMuPDF,0
de76263a-9b37-4baf-91e9-4ee728e7bb7dL1B_CEE_V2.pdf,.pdf,0.25538158416748047,False,PyMuPDF,0
5ada7172-4be1-462e-ae60-8ab20d7f5b544. CIE COOP (1).xlsx,.xlsx,0.03765106201171875,False,openpyxl,0
5681e1b2-b3bd-41c6-8fb8-1532c2fbff7aJ01. Informe justificativo-160.pdf,.pdf,0.1904449462890625,False,PyMuPDF,0
4a735fdf-ad6f-479c-bb18-9038e4762fb64. Anexo V. DR porcentaje autoconsumo.pdf,.pdf,0.25524234771728516,False,PyMuPDF,0
b72e6dd7-ce88-4560-a061-0a01777b4de44 (3).pdf,.pdf,1.073582649230957,False,PyMuPDF,0
10afc58b-5641-401b-802c-d3b75f1969f9APERTURA A079 MADRID CLEOPATRA.pdf,.pdf,0.03453540802001953,False,PyMuPDF,0
4808b0c9-e1d2-4981-96f8-af71463cc6e21. LRE233 CIE IRVE_fdo.pdf,.pdf,0.2633485794067383,False,PyMuPDF,0
32095bd0-5a5c-47c4-9ff8-bc4202b97e5fC329_CEE_V1_fd.pdf,.pdf,0.2826557159423828,False,PyMuPDF,0
a6c6e0b1-67ea-44cf-8436-981e9e80ace21. Solicitud_coope_fase 2.pdf,.pdf,1.5740156173706055,False,PyMuPDF,0
8b7d2d71-a484-40f3-a258-01e7d36f400cDelta B6 1A_CEE_V2.pdf,.pdf,0.2251415252685547,False,PyMuPDF,0
f4e4b854-e6ad-4e82-9949-40259f266600IMS2044 justificante_registro_solicitud 05-05-2023.pdf,.pdf,1.0075950622558594,False,PyMuPDF,0
c3eb8ccd-09da-4f0e-b17b-706cf35f3cc02. DR IMS330_fdo.pdf,.pdf,0.2561454772949219,False,PyMuPDF,0
6dd8424e-e93f-45d0-8698-30fe58e15449C282 justificante_registro_solicitud_28-06-2023.pdf,.pdf,1.0110960006713867,False,PyMuPDF,0
64533a66-3c39-4658-bc06-b4351ae8a1eeIMS317_1erCEE_V1.pdf,.pdf,0.2301168441772461,False,PyMuPDF,0
90c270db-5af6-439b-a968-14473429fc9d4. CIE sf.pdf,.pdf,0.2510719299316406,False,PyMuPDF,0
6c06f030-bcce-4018-a648-67d2ab48d22eAU057 CM T 59 0 5_V1.pdf,.pdf,0.2522916793823242,False,PyMuPDF,0
0f3b3069-e054-4623-a9e3-787d92f814a2GUIA REGISTRO DE INSTALACIONES DE AUTOCONSUMO.docx,.docx,5.3827314376831055,False,python-docx,0
c41116cb-4a46-4b55-aa8b-66d5e79c8c50IMS325_2º CEE_ fde.pdf,.pdf,0.2707395553588867,False,PyMuPDF,0
f5308283-653c-4c52-a371-5807f538b5dcDelta B18 1A_CEE_V2.pdf,.pdf,0.22450828552246094,False,PyMuPDF,0
02acc605-2e04-4064-b149-7df16bf8e86d4. LRE236 CIE.pdf,.pdf,0.2656097412109375,False,PyMuPDF,0
7ba7e4e4-2c04-42f6-952c-f129e79bcee02. IMS2036 Declaración responsable.pdf,.pdf,0.2963724136352539,False,PyMuPDF,0
43a98613-6951-41fb-be19-e6e1806240e2Delta B16 2A_CEE_V1.pdf,.pdf,0.22605228424072266,False,PyMuPDF,0
c4b0560e-564e-4d4b-8f28-9442ec6a6c1c1. LRE341 CIE.pdf,.pdf,0.26683521270751953,False,PyMuPDF,0
8c5d8a5c-1a74-493e-b0f6-a3b38d81b18d5.1.  CIE.pdf,.pdf,0.2626333236694336,False,PyMuPDF,0
454638ea-f108-4324-b4f1-355bbfe533c84. LRE398 CIE.pdf,.pdf,0.7886219024658203,False,PyMuPDF,0
3a036b66-bcf5-4c52-b3ac-a344f805d84a3. Solicitud inscripción.pdf,.pdf,1.0026369094848633,False,PyMuPDF,0
138e06f8-a4ad-4e6c-a014-ed3e183a45ceDelta B1 1A_CEE_V1_fd.pdf,.pdf,0.28588008880615234,False,PyMuPDF,0
d2257bcc-57fd-4a04-ae49-a0739852bc144. C222 CIE.pdf,.pdf,0.7905969619750977,False,PyMuPDF,0
48b94f8d-0a2d-40b0-b382-6cef7bc5e9e4AU044 MC PS 17 2A_V2.pdf,.pdf,0.28617382049560547,False,PyMuPDF,0
1b4de966-c6a8-4fd1-9ab8-41b095e72dd32. Declaración responsable fd.pdf,.pdf,0.3124523162841797,False,PyMuPDF,0
aa863668-9351-46b4-8d65-2f391dbf4fff3. Anexo IRVE.pdf,.pdf,0.5362396240234375,False,PyMuPDF,0
b137da97-0b3c-4df9-80f4-1d284f8ee652J01. Informe justificativo-174.pdf,.pdf,0.1904439926147461,False,PyMuPDF,0
27529f25-a223-4eaf-a3fc-e47c950822cbIMS343 CEE_V2.pdf,.pdf,0.2893543243408203,False,PyMuPDF,0
fea3825e-5200-4e3d-a63f-642a2cb7e1f84. CIE COLORES.pdf,.pdf,0.6982259750366211,False,PyMuPDF,0
dd0a6c07-7cdf-41f4-87cf-3f1566679b0bDelta B14 3A_CEE_V1.pdf,.pdf,0.2951841354370117,False,PyMuPDF,0
905d5ba1-ecb0-48a2-9ab9-3672cc28da641. Solicitud_coope_fase 2.pdf,.pdf,1.5741291046142578,False,PyMuPDF,0
30152d24-63ee-42d0-9c97-81b69a006c033. LRE004 Anexo IRVE.docx,.docx,0.32169055938720703,False,python-docx,0
ab71c45c-9de7-488d-8b64-fca7ff9c4f0aJ01. Informe justificativo-153.pdf,.pdf,0.1904163360595703,False,PyMuPDF,0
379a21d0-21ea-4430-8814-7b05e62ff6capraast_modelo_informe_justificativo_R (6).pdf,.pdf,3.0427799224853516,False,PyMuPDF,0
ea6f3bc2-001c-4e3f-85f0-269bb30e56a82. LRE331 DR.pdf,.pdf,0.2810029983520508,False,PyMuPDF,0
5019bec1-c6ca-4a57-b587-ada6f35339593. C346 Solicitud_fdo.pdf,.pdf,0.273712158203125,False,PyMuPDF,0
2e7f1fee-cc8b-4817-a77f-b3ae1ac0037e3. AU085-2 Solicitud.pdf,.pdf,0.30208778381347656,False,PyMuPDF,0
a532fa55-6edd-4c05-9724-dd046d3cc9b24. DR Técnico-2-4.pdf,.pdf,0.9507513046264648,False,PyMuPDF,0
4401b1c7-9357-45d5-9c59-b032af8d13e91. Solicitud_coope_fase 2.pdf,.pdf,1.4866065979003906,False,PyMuPDF,0
e6c72d3b-5d10-497f-9c93-8fd4e2f6358b1. Solicitud_coope_fase 2.pdf,.pdf,1.5736942291259766,False,PyMuPDF,0
e1948749-49f9-49b4-8f97-9e2eb856483fDelta B1 3B_CEE_V1.pdf,.pdf,0.22685718536376953,False,PyMuPDF,0
7404fe0d-524a-4903-ac26-12df54791e7fAU044 MC PS 17 1C_V2.pdf,.pdf,0.2861061096191406,False,PyMuPDF,0
4e810cdd-bb34-42ad-9b2d-713526cb40821. LRE275 CIE IRVE3 fd.pdf,.pdf,0.2580108642578125,False,PyMuPDF,0
d457c420-920c-440e-afbf-7340e2bfaf2b1. LRE387 CIE IRVE.pdf,.pdf,0.7854738235473633,False,PyMuPDF,0
9b9edd8c-46f5-401d-a479-cda87b9eef1e5.1.  CIE.pdf,.pdf,0.7833881378173828,False,PyMuPDF,0
6b1f08e2-c0d4-4f50-9ea0-b05df063f4f1J01_LPR0500-2.pdf,.pdf,0.18537521362304688,False,PyMuPDF,0
49180c99-6bf6-485d-875d-89054de419f21. LRE235 CIE IRVE2.pdf,.pdf,0.2144308090209961,False,PyMuPDF,0
d631a7ea-7b9a-402a-b598-5e3c1970ccb53. LRE254 Anexo IRVE_sin fir.pdf,.pdf,0.5207052230834961,False,PyMuPDF,0
315405f6-8669-4be9-8bc8-78eef35881221. Solicitud_coope_fase 2.pdf,.pdf,1.574570655822754,False,PyMuPDF,0
93b3c4d8-16ef-4aa6-bac2-2b79d246bb1fSolicitud en formato PDF - copia.pdf,.pdf,1.1172571182250977,False,PyMuPDF,0
dd7b61e3-35f3-4acf-b66a-5820413136a5Delta B20 2B_CEE_V2_fd.pdf,.pdf,0.2870063781738281,False,PyMuPDF,0
documents-export-2026-07-27 (1).zip,.zip,2301.6160373687744,False,Manual,0
6eff909e-9978-4d2d-b295-db996874655e3. IMS2001 Solicitud inscripción.pdf,.pdf,0.9965925216674805,False,PyMuPDF,0
3e62e61f-e3b9-430c-9d8c-60300bac130f3. LRE232 Solicitud inscripción.pdf,.pdf,0.9881410598754883,False,PyMuPDF,0
19073567-dee5-464d-8531-fcac06892bbfIMS353 CEE_V2.pdf,.pdf,0.22239398956298828,False,PyMuPDF,0
002ea500-d756-43f3-b498-028e49b0e17c4. IMS331 CIE.pdf,.pdf,0.7908668518066406,False,PyMuPDF,0
3ec5f6e0-96bc-436a-a2f5-81e77f8e275aDelta B17 3A_CEE_V2_fd.pdf,.pdf,0.2817230224609375,False,PyMuPDF,0
efff40ff-d352-4549-92c8-b4c72ffd9a148.2. Solicitud Subvención.pdf,.pdf,5.1661176681518555,False,PyMuPDF,0
f33f0d14-9037-4e50-9f2f-55992fedd8b1LRE370 Just registro_20-12-2023.pdf,.pdf,1.0184040069580078,False,PyMuPDF,0
5ffcbc29-5056-4d50-8eba-2e10390a62631. Solicitud_coope_fase 2.pdf,.pdf,1.5748443603515625,False,PyMuPDF,0
37c88a3c-fb01-4d16-802c-354aac150fba1. Solicitud_coope_fase 2.pdf,.pdf,1.575423240661621,False,PyMuPDF,0
b7830ac8-4ac3-45d0-bbed-9a2136868e8d2. C290 Declaracion responsable.pdf,.pdf,0.6182394027709961,False,PyMuPDF,0
e52a4479-c451-4543-9ee8-1f5d3518bf0d3. AU072 Solicitud_.pdf,.pdf,1.0273218154907227,False,PyMuPDF,0
d02df1b5-b25a-4973-af1f-cee7dbcf3e1cANEXO V RELLENO C287.docx,.docx,0.30112171173095703,False,python-docx,0
6a81798a-14fe-4ebe-9eb3-ff6ac2def25b0.4 VISADO_CFO_VISAdo fd4.pdf,.pdf,0.3838186264038086,False,PyMuPDF,0
3527240b-cd22-4ad0-bd76-146d32db6ba12. MTD v2.pdf,.pdf,0.4100942611694336,False,PyMuPDF,0
3c902be8-e233-4566-b9ad-188b492fedf71. LRE074 Solicitud_coope_fase 2.pdf,.pdf,1.7350540161132812,False,PyMuPDF,0
86b33349-e623-4707-881d-fe9eb3006a42AU057 CM T 59 4 2A_V1.pdf,.pdf,0.3216094970703125,False,PyMuPDF,0
62ebbabf-04ea-4808-8058-a7bf754720f22. MTD fd.pdf,.pdf,2.705441474914551,False,PyMuPDF,0
d08afbe1-1ff2-4091-a13b-46e9c091ed224. DR Tecnico fd.pdf,.pdf,1.1332693099975586,False,PyMuPDF,0
a1eeb7ee-9c28-4ffb-bb61-9ebc353bb78dDelta B1 3B_CEE_V2_fd.pdf,.pdf,0.2866172790527344,False,PyMuPDF,0
866025d7-4f51-4ff3-8381-f8b6790354453. LRE387 Anexo IRVE.pdf,.pdf,1.2269935607910156,False,PyMuPDF,0
88205bdc-3046-4686-b76f-be0c4aeb5639justificante_envio_exin_solicitud (6).pdf,.pdf,0.27073001861572266,False,PyMuPDF,0
3dea5e30-ba8b-4820-8046-0c3bbc657aa91. LRE308 CIE IRVE_fdo.pdf,.pdf,0.25991249084472656,False,PyMuPDF,0
b8e747c0-a83d-44e0-b4da-fd9ac2f4b0c7AU068 Jus registro_10-10-2024.pdf,.pdf,1.0244903564453125,False,PyMuPDF,0
92bbcace-2225-4afd-b9a9-b65e2787c9cf1. CEE 1_Certificado.pdf,.pdf,0.3337583541870117,False,PyMuPDF,0
ea7aefda-0bfd-4af7-8bc8-6cea797661501. Solicitud_coope_fase 2.pdf,.pdf,1.5740118026733398,False,PyMuPDF,0
adbb6431-5bd3-4377-868b-794f12f5f4a4apertura-LA PABLO 1-PRESENTADA .pdf,.pdf,1.438145637512207,False,PyMuPDF,0
bcf98a11-1ec3-47ac-b1a5-15979c9089faDelta B18 3B_CEE_V2_FD.pdf,.pdf,0.2841625213623047,False,PyMuPDF,0
7d3a2acd-ed69-45a3-a1fb-1641b23ab9e65. LRE075 Solicitud IRVE.pdf,.pdf,1.000401496887207,False,PyMuPDF,0
3a0e02be-2b87-4c08-8054-41b90a499cec1. CIE IRVE_fdo.pdf,.pdf,0.26250171661376953,False,PyMuPDF,0
8f55650c-5833-496a-a697-a32a7ec286b95. LRE210 Solicitud IRVE_fdo.pdf,.pdf,0.27257442474365234,False,PyMuPDF,0
0344e82d-3c44-44f0-8a94-f6683bc10f30Delta B3 3B_CEE_V2_fd2.pdf,.pdf,0.2815399169921875,False,PyMuPDF,0
12424f5e-bea9-4082-826b-63d02db38b7fJ01. Informe justificativo-157.pdf,.pdf,0.19045162200927734,False,PyMuPDF,0
94835412-df34-412b-b6dd-ac916d43f8641. Solicitud_coope_fase 2.pdf,.pdf,1.5748291015625,False,PyMuPDF,0
ce191b24-a804-4554-b81f-176dd9110e5c04_EIA NO APLICA LPR0303 fd.pdf,.pdf,0.17947673797607422,False,PyMuPDF,0
cf971edf-dddc-424c-ba32-eee1feecd5481. CFO habili fd.pdf,.pdf,0.8808498382568359,False,PyMuPDF,0
82e2db93-35b3-47e3-a2e5-fa1114e0e5583. LRE370 Solicitud.pdf,.pdf,0.9990787506103516,False,PyMuPDF,0
1137a0be-771b-423d-9c08-1912fa4d8b704. CIE C316_bat_fdo.pdf,.pdf,0.26297569274902344,False,PyMuPDF,0
1b687ed4-8740-4d66-b5c2-f12597f244b0J03 CIE.pdf,.pdf,0.7896137237548828,False,PyMuPDF,0
004956d1-35d7-403a-8dd6-5508f00d3acbAU057 CM T 59 4 1A_V1_fd.pdf,.pdf,0.36214351654052734,False,PyMuPDF,0
daaca667-e932-4a63-b89e-29fc10a8416f2. LRE345 Declaracion responsable.pdf,.pdf,0.6997518539428711,False,PyMuPDF,0
172b5953-2d95-4e13-aced-17af3cd14035AU057 CM T 59 4 2A_V1_Fd.pdf,.pdf,0.36213016510009766,False,PyMuPDF,0
78d5156c-a94e-41bc-a89e-a0e62a92eea7AU057 CM T 59 5 0C_V2.pdf,.pdf,0.3220500946044922,False,PyMuPDF,0
930aa856-bb62-4764-ad52-34b4a4f01b7e04_EIA_LPR0101 fd.pdf,.pdf,0.1787424087524414,False,PyMuPDF,0
dc3407b6-11ec-4ed2-8864-50f448f805fc2. DR_IMS356 FIRMADO.pdf,.pdf,0.24516963958740234,False,PyMuPDF,0
940924ed-d702-4a54-b368-24f3395369963. LRE345 Solicitud inscripción.pdf,.pdf,0.9917573928833008,False,PyMuPDF,0
2a00e5f0-33a3-42a3-98ce-583df9d4b9b85. C321 Solicitud_IRVE.pdf,.pdf,0.998626708984375,False,PyMuPDF,0
64b7c3ed-b96e-4904-90bc-9d4c562d8aa6J01. Informe justificativo-190.pdf,.pdf,0.19040584564208984,False,PyMuPDF,0
ae76d9d4-2b9e-4363-9c41-fcfa979ad6f16.4 CIE.pdf,.pdf,0.23244190216064453,False,PyMuPDF,0
3cc19ddb-0510-4821-99fe-d885c6621c5b1. Certf Autoconsumo fd.pdf,.pdf,0.13779258728027344,False,PyMuPDF,0
79eba9fc-1176-464d-8e15-de292dde841aJ01_LPRP4-4_fd.pdf,.pdf,0.2638406753540039,False,PyMuPDF,0
f2ccc07c-55ef-47f7-a940-38fe004cf5e8J01. Informe justificativo-192.pdf,.pdf,0.1903982162475586,False,PyMuPDF,0
6b075379-ea63-41cc-8b6e-d79e61c444a63. Anexo IRVE.pdf,.pdf,0.5192766189575195,False,PyMuPDF,0
f669f2ab-c809-4dd7-9e7c-026839b9f035J01. Informe justificativo-216.pdf,.pdf,0.1903982162475586,False,PyMuPDF,0
0c356bab-bf8d-4578-ae54-53db7ff2dc894. S4-2 CIE.pdf,.pdf,0.7904844284057617,False,PyMuPDF,0
d6d1f7de-b037-4b20-9fe6-33213e10131fLIBRO SUBCONTRATACION LA PABLO 2-TRAMITADO.pdf,.pdf,0.07030868530273438,False,PyMuPDF,0
7b8b8718-967a-4ba2-b80d-eb4c97d4085b3. LRE036 Anexo IRVE.docx,.docx,0.32224369049072266,False,python-docx,0
ed69a5ef-0cf3-48be-bc1e-15667872e4c3Delta B7 3A_CEE_V2.pdf,.pdf,0.22364234924316406,False,PyMuPDF,0
b471bbf4-2146-4d75-9162-9500056c7b2e3. LRE300 Solicitud inscripción.pdf,.pdf,0.9972143173217773,False,PyMuPDF,0
52f2f613-00ef-4a22-9b94-45824d97435a1. LRE072 Solicitud_coope_fase 2.pdf,.pdf,1.6906108856201172,False,PyMuPDF,0
1a313687-fef8-4766-87a0-da3bb16ce3993. Anexo IRVE.pdf,.pdf,0.511103630065918,False,PyMuPDF,0
70db3a1a-51c2-47a2-ae16-2f9636c3d7feAU057 CM T 59 3 0D_V1.pdf,.pdf,0.32059574127197266,False,PyMuPDF,0
09f2bfb7-ffd0-411c-84a2-5fe359ec1082AU044 MC PS 17 3C_V2.pdf,.pdf,0.2864665985107422,False,PyMuPDF,0
768f46df-2c88-43ab-a6b6-4c16ab0e0f365. LRE075 Solicitud IRVE.pdf,.pdf,1.000401496887207,False,PyMuPDF,0
b5302171-4cb7-40d2-a517-dc26280904b7C1B_CEE_V2_Fd.pdf,.pdf,0.3091754913330078,False,PyMuPDF,0
9da880df-5d8f-4611-9297-e1aba509ee4c4. IMS2034 CIE.pdf,.pdf,0.2635307312011719,False,PyMuPDF,0
547e5846-60f2-4877-924c-8a881f72fc9d2. C295 Declaracion responsable.pdf,.pdf,0.5577592849731445,False,PyMuPDF,0
40cfb388-fab1-41a6-a027-f3a7ca94d5b54. CIE ECOOO FDO.pdf,.pdf,0.2929058074951172,False,PyMuPDF,0
fda8ba44-8a5c-478d-8b12-88044d35500e1. Solicitud_coope_fase 2.pdf,.pdf,1.5743379592895508,False,PyMuPDF,0
506c4d7a-723a-4e97-9235-7e69001aa00b3. LRE306 Solicitud inscripción.pdf,.pdf,0.9960594177246094,False,PyMuPDF,0
d28c3e84-1bcb-434d-86b1-1950ecfdfcd1B2A_CEE_V1_fd.pdf,.pdf,0.3090200424194336,False,PyMuPDF,0
85bbf5ed-1749-4df8-beed-29bbd68a931d3. LRE080 Anexo IRVE.docx,.docx,0.32294654846191406,False,python-docx,0
8fc57009-5283-4b13-94e2-e943cef7352cDelta B14 3B_CEE_V2.pdf,.pdf,0.22530841827392578,False,PyMuPDF,0
fc1e132e-e635-4f8f-9cc9-477aaf3b8f60C203 (COVE) Cert Instalación_08-02-2024.pdf,.pdf,0.44779205322265625,False,PyMuPDF,0
db57c60e-bf23-4d1d-af55-12efb271002a5. LRE308 Solicitud IRVE_fdo.pdf,.pdf,0.2735748291015625,False,PyMuPDF,0
